,CENTRO_SALUD,ANIO,RANGO_EDAD,VACUNA,MES,PROVINCIA,DISTRITO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,%,CANTIDAD
4713,ALTO 9 DE FEBRERO,2019,1_ANIO,APT,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4714,ALTO 9 DE FEBRERO,2019,1_ANIO,APT,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4715,ALTO 9 DE FEBRERO,2019,1_ANIO,APT,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4716,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4717,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4718,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4719,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4720,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4721,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4722,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4723,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4724,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4725,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4726,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4727,ALTO 9 DE FEBRERO,2019,1_ANIO,NEUMO,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4728,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4729,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4730,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4731,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4732,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4733,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4734,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4735,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4736,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4737,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4738,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4739,ALTO 9 DE FEBRERO,2019,1_ANIO,SPR,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4740,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4741,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4742,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4743,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4744,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4745,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4746,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4747,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4748,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4749,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4750,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4751,ALTO 9 DE FEBRERO,2019,1_ANIO,VARI,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4752,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4753,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4754,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4755,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4756,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4757,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4758,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4759,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4760,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4761,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4762,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4763,ALTO 9 DE FEBRERO,2019,2_ANIOS,INFLUENZA,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4764,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4765,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4766,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4767,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4768,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4769,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4770,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4771,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4772,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4773,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4774,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4775,ALTO 9 DE FEBRERO,2019,3_ANIOS,INFLUENZA,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4776,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4777,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4778,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4779,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4780,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4781,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4782,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4783,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4784,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4785,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4786,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4787,ALTO 9 DE FEBRERO,2019,4_ANIOS,APO2,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4788,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4789,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4790,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4791,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4792,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4793,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4794,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4795,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4796,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4797,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4798,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4799,ALTO 9 DE FEBRERO,2019,4_ANIOS,DPT2,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4800,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4801,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4802,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4803,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4804,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4805,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4806,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4807,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4808,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4809,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4810,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4811,ALTO 9 DE FEBRERO,2019,<1_ANIO,APO,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4812,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4813,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4814,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4815,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4816,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4817,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4818,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4819,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4820,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4821,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4822,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4823,ALTO 9 DE FEBRERO,2019,<1_ANIO,PENTA,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4824,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4825,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4826,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4827,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4828,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4829,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4830,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4831,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4832,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4833,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4834,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4835,ALTO 9 DE FEBRERO,2019,<1_ANIO,ROTA,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4836,ALTO 9 DE FEBRERO,2019,RN,BCG,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4837,ALTO 9 DE FEBRERO,2019,RN,BCG,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4838,ALTO 9 DE FEBRERO,2019,RN,BCG,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4839,ALTO 9 DE FEBRERO,2019,RN,BCG,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4840,ALTO 9 DE FEBRERO,2019,RN,BCG,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4841,ALTO 9 DE FEBRERO,2019,RN,BCG,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4842,ALTO 9 DE FEBRERO,2019,RN,BCG,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4843,ALTO 9 DE FEBRERO,2019,RN,BCG,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4844,ALTO 9 DE FEBRERO,2019,RN,BCG,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4845,ALTO 9 DE FEBRERO,2019,RN,BCG,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4846,ALTO 9 DE FEBRERO,2019,RN,BCG,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4847,ALTO 9 DE FEBRERO,2019,RN,BCG,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4848,ALTO 9 DE FEBRERO,2019,RN,HVB,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
4849,ALTO 9 DE FEBRERO,2019,RN,HVB,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,,19029,3650033,0.0,0
4850,ALTO 9 DE FEBRERO,2019,RN,HVB,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1953340,0.0,0
4851,ALTO 9 DE FEBRERO,2019,RN,HVB,ENERO,CORONEL PORTILLO,CAMPOVERDE,,19029,924269,0.0,0
4852,ALTO 9 DE FEBRERO,2019,RN,HVB,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,,19029,1000320,0.0,0
4853,ALTO 9 DE FEBRERO,2019,RN,HVB,JULIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1352080,0.0,0
4854,ALTO 9 DE FEBRERO,2019,RN,HVB,JUNIO,CORONEL PORTILLO,CAMPOVERDE,,19029,1235133,0.0,0
4855,ALTO 9 DE FEBRERO,2019,RN,HVB,MARZO,CORONEL PORTILLO,CAMPOVERDE,,19029,1003216,0.0,0
4856,ALTO 9 DE FEBRERO,2019,RN,HVB,MAYO,CORONEL PORTILLO,CAMPOVERDE,,19029,1030125,0.0,0
4857,ALTO 9 DE FEBRERO,2019,RN,HVB,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,1813790,0.0,0
4858,ALTO 9 DE FEBRERO,2019,RN,HVB,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,619318,0.0,0
4859,ALTO 9 DE FEBRERO,2019,RN,HVB,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,,19029,85800,0.0,0
4860,PUESTO DE SALUD AMAKELLA,2019,1_ANIO,AMA,ABRIL,CORONEL PORTILLO,CAMPOVERDE,,19029,998497,0.0,0
